DATE,DEF,NDX 100 (Stooq ^NDX),"TQQQ (YF+SS 1%, ER 0.95%)","QLD (YF+SS 1%, ER 0.95%)",S&P 500 (Stooq ^SPX),1.00%,<- SS,0.95%,<- ER,TQQQ NO TAX,QLD NO TAX
2019. 4. 3,0.13,7544.97,7.5713,11.75,2873.4,,,,,7.57125,11.7475
2019. 4. 4,0.13,7540.57,7.56,11.74,2879.39,,,,,7.56,11.7375
2019. 4. 5,0.13,7578.84,7.6738,11.85,2892.74,,,,,7.67375,11.8525
2019. 4. 8,0.13,7599.74,7.7338,11.91,2895.77,,,,,7.73375,11.91375
2019. 4. 9,0.13,7568.49,7.6488,11.83,2878.2,,,,,7.64875,11.83
2019. 4. 10,0.13,7611.49,7.7725,11.96,2888.21,,,,,7.7725,11.9575
2019. 4. 11,0.13,7594.89,7.7138,11.9,2888.32,,,,,7.71375,11.89875
2019. 4. 12,0.13,7628.15,7.8088,12,2907.41,,,,,7.80875,11.99625
2019. 4. 15,0.13,7629.12,7.815,12,2905.58,,,,,7.815,11.9975
2019. 4. 16,0.13,7654.73,7.8913,12.08,2907.06,,,,,7.89125,12.07875
2019. 4. 17,0.13,7680.72,7.97,12.16,2900.45,,,,,7.97,12.16
2019. 4. 18,0.13,7689.72,7.995,12.19,2905.03,,,,,7.995,12.18625
2019. 4. 22,0.13,7713.5,8.0625,12.26,2907.97,,,,,8.0625,12.25875
2019. 4. 23,0.13,7810.71,8.3688,12.57,2933.68,,,,,8.36875,12.5675
2019. 4. 24,0.13,7784.41,8.2875,12.49,2927.25,,,,,8.2875,12.4875
2019. 4. 25,0.13,7816.92,8.38,12.57,2926.17,,,,,8.38,12.5725
2019. 4. 26,0.13,7826.68,8.41,12.61,2939.88,,,,,8.41,12.61
2019. 4. 29,0.13,7839.04,8.455,12.65,2943.03,,,,,8.455,12.6475
2019. 4. 30,0.13,7781.46,8.2613,12.46,2945.83,,,,,8.26125,12.46
2019. 5. 1,0.13,7751.85,8.1663,12.36,2923.73,,,,,8.16625,12.36375
2019. 5. 2,0.13,7724.06,8.0663,12.27,2917.52,,,,,8.06625,12.27
2019. 5. 3,0.13,7845.73,8.4463,12.66,2945.64,,,,,8.44625,12.655
2019. 5. 6,0.13,7794.09,8.295,12.51,2932.47,,,,,8.295,12.5075
2019. 5. 7,0.13,7640.15,7.8125,12.01,2884.05,,,,,7.8125,12.005
2019. 5. 8,0.13,7617.55,7.7438,11.93,2879.42,,,,,7.74375,11.9325
2019. 5. 9,0.13,7582.75,7.6213,11.82,2870.72,,,,,7.62125,11.8225
2019. 5. 10,0.13,7586.53,7.6425,11.85,2881.4,,,,,7.6425,11.84625
2019. 5. 13,0.13,7324.13,6.8525,11.02,2811.87,,,,,6.8525,11.015
2019. 5. 14,0.13,7401.88,7.0675,11.26,2834.41,,,,,7.0675,11.2575
2019. 5. 15,0.13,7503.25,7.3613,11.57,2850.96,,,,,7.36125,11.565
2019. 5. 16,0.13,7580.14,7.5913,11.8,2876.32,,,,,7.59125,11.8
2019. 5. 17,0.13,7503.68,7.355,11.56,2859.53,,,,,7.355,11.55875
2019. 5. 20,0.13,7376.7,6.9863,11.18,2840.23,,,,,6.98625,11.1775
2019. 5. 21,0.13,7451.02,7.1963,11.4,2864.36,,,,,7.19625,11.40125
2019. 5. 22,0.13,7420.66,7.1025,11.3,2856.27,,,,,7.1025,11.3
2019. 5. 23,0.13,7307.93,6.7675,10.95,2822.24,,,,,6.7675,10.94875
2019. 5. 24,0.13,7300.96,6.7575,10.93,2826.06,,,,,6.7575,10.93375
2019. 5. 28,0.13,7278.38,6.685,10.85,2802.39,,,,,6.685,10.85125
2019. 5. 29,0.13,7216.86,6.5175,10.68,2783.02,,,,,6.5175,10.6775
2019. 5. 30,0.13,7245.4,6.595,10.77,2788.86,,,,,6.595,10.76875
2019. 5. 31,0.13,7127.96,6.2775,10.41,2752.06,,,,,6.2775,10.40875
2019. 6. 3,0.13,6978.02,5.8763,9.97,2744.45,,,,,5.87625,9.97125
2019. 6. 4,0.13,7166.75,6.3525,10.52,2803.27,,,,,6.3525,10.51625
2019. 6. 5,0.13,7220.9,6.4925,10.67,2826.15,,,,,6.4925,10.67125
2019. 6. 6,0.13,7275.93,6.6425,10.84,2843.49,,,,,6.6425,10.835
2019. 6. 7,0.13,7417.29,7.0213,11.25,2873.34,,,,,7.02125,11.25
2019. 6. 10,0.13,7501.93,7.2775,11.51,2886.73,,,,,7.2775,11.5075
2019. 6. 11,0.13,7513.85,7.305,11.55,2885.72,,,,,7.305,11.5475
2019. 6. 12,0.13,7472.29,7.1813,11.42,2879.84,,,,,7.18125,11.42
2019. 6. 13,0.13,7510.68,7.2988,11.55,2891.64,,,,,7.29875,11.5525
2019. 6. 14,0.13,7479.11,7.2038,11.44,2886.98,,,,,7.20375,11.4375
2019. 6. 17,0.13,7526.52,7.335,11.58,2889.67,,,,,7.335,11.5825
2019. 6. 18,0.13,7635.4,7.6525,11.92,2917.75,,,,,7.6525,11.92
2019. 6. 19,0.13,7667.74,7.7425,12.01,2926.46,,,,,7.7425,12.0075
2019. 6. 20,0.13,7738.06,7.955,12.23,2954.18,,,,,7.955,12.22625
2019. 6. 21,0.13,7728.78,7.9188,12.2,2950.46,,,,,7.91875,12.19625
2019. 6. 24,0.13,7723.02,7.9163,12.19,2945.35,,,,,7.91625,12.1925
2019. 6. 25,0.13,7591.54,7.5113,11.77,2917.38,,,,,7.51125,11.765
2019. 6. 26,0.13,7627.05,7.6063,11.87,2913.78,,,,,7.60625,11.87
2019. 6. 27,0.13,7657.05,7.6888,11.97,2924.92,,,,,7.68875,11.965
2019. 6. 28,0.13,7671.08,7.7213,12,2941.76,,,,,7.72125,12.00125
2019. 7. 1,0.13,7768.14,8.0288,12.31,2964.33,,,,,8.02875,12.3125
2019. 7. 2,0.13,7799.82,8.1263,12.41,2973.01,,,,,8.12625,12.4125
2019. 7. 3,0.13,7857.69,8.3063,12.59,2995.82,,,,,8.30625,12.58875
2019. 7. 5,0.13,7841.3,8.2525,12.55,2990.41,,,,,8.2525,12.5475
2019. 7. 8,0.13,7785.79,8.0788,12.36,2975.95,,,,,8.07875,12.3625
2019. 7. 9,0.13,7826.86,8.2,12.49,2979.63,,,,,8.2,12.4875
2019. 7. 10,0.13,7903.4,8.4425,12.73,2993.07,,,,,8.4425,12.73125
2019. 7. 11,0.13,7896.78,8.42,12.71,2999.91,,,,,8.42,12.71125
2019. 7. 12,0.13,7943.24,8.5613,12.86,3013.77,,,,,8.56125,12.8575
2019. 7. 15,0.13,7966.93,8.6338,12.93,3014.3,,,,,8.63375,12.92875
2019. 7. 16,0.13,7927.08,8.5113,12.8,3004.04,,,,,8.51125,12.8
2019. 7. 17,0.13,7888.76,8.385,12.68,2984.42,,,,,8.385,12.6775
2019. 7. 18,0.13,7904.13,8.4213,12.72,2995.11,,,,,8.42125,12.7175
2019. 7. 19,0.13,7834.9,8.2175,12.5,2976.61,,,,,8.2175,12.50125
2019. 7. 22,0.13,7905.12,8.4113,12.72,2985.03,,,,,8.41125,12.71625
2019. 7. 23,0.13,7954.56,8.5738,12.88,3005.47,,,,,8.57375,12.87625
2019. 7. 24,0.13,8010.61,8.7563,13.06,3019.56,,,,,8.75625,13.055
2019. 7. 25,0.13,7929.87,8.5063,12.8,3003.67,,,,,8.50625,12.8025
2019. 7. 26,0.13,8016.95,8.7588,13.06,3025.86,,,,,8.75875,13.06
2019. 7. 29,0.13,7989.08,8.6775,12.98,3020.97,,,,,8.6775,12.98
2019. 7. 30,0.13,7952.47,8.5613,12.86,3013.18,,,,,8.56125,12.86
2019. 7. 31,0.13,7848.78,8.2,12.52,2980.38,,,,,8.2,12.51875
2019. 8. 1,0.13,7801.15,8.085,12.38,2953.56,,,,,8.085,12.3775
2019. 8. 2,0.13,7692.8,7.715,12.02,2932.05,,,,,7.715,12.0175
2019. 8. 5,0.13,7415.69,6.905,11.15,2844.74,,,,,6.905,11.14625
2019. 8. 6,0.13,7521.32,7.1888,11.47,2881.77,,,,,7.18875,11.47375
2019. 8. 7,0.13,7551.9,7.2938,11.57,2883.98,,,,,7.29375,11.5725
2019. 8. 8,0.13,7724.83,7.7763,12.1,2938.09,,,,,7.77625,12.095
2019. 8. 9,0.13,7646.27,7.5463,11.87,2918.65,,,,,7.54625,11.865
2019. 8. 12,0.13,7561.68,7.2938,11.6,2882.7,,,,,7.29375,11.595
2019. 8. 13,0.13,7728.15,7.7725,12.12,2926.32,,,,,7.7725,12.115
2019. 8. 14,0.13,7490.13,7.0763,11.36,2840.6,,,,,7.07625,11.36125
2019. 8. 15,0.13,7484.89,7.0463,11.35,2847.6,,,,,7.04625,11.34625
2019. 8. 16,0.13,7604.11,7.3713,11.71,2888.68,,,,,7.37125,11.705
2019. 8. 19,0.13,7719.32,7.7163,12.06,2923.65,,,,,7.71625,12.0625
2019. 8. 20,0.13,7664.47,7.5575,11.9,2900.51,,,,,7.5575,11.9
2019. 8. 21,0.13,7733.22,7.75,12.11,2924.43,,,,,7.75,12.10625
2019. 8. 22,0.13,7707.43,7.675,12.03,2922.95,,,,,7.675,12.0275
2019. 8. 23,0.13,7465,6.9725,11.27,2847.11,,,,,6.9725,11.27
2019. 8. 26,0.13,7575.02,7.255,11.6,2878.38,,,,,7.255,11.59875
2019. 8. 27,0.13,7566.03,7.2113,11.56,2869.16,,,,,7.21125,11.55875
2019. 8. 28,0.13,7587.9,7.2838,11.63,2887.94,,,,,7.28375,11.62625
2019. 8. 29,0.13,7702.31,7.615,11.98,2924.58,,,,,7.615,11.9825
2019. 8. 30,0.13,7691,7.5613,11.93,2926.46,,,,,7.56125,11.92875
2019. 9. 3,0.13,7609.51,7.3413,11.69,2906.27,,,,,7.34125,11.6925
2019. 9. 4,0.13,7719.25,7.65,12.03,2937.78,,,,,7.65,12.03
2019. 9. 5,0.13,7862.54,8.0725,12.47,2976,,,,,8.0725,12.4725
2019. 9. 6,0.13,7852.54,8.05,12.44,2978.71,,,,,8.05,12.44375
2019. 9. 9,0.13,7832.4,7.9988,12.39,2978.43,,,,,7.99875,12.385
2019. 9. 10,0.13,7814.74,7.9325,12.33,2979.39,,,,,7.9325,12.32625
2019. 9. 11,0.13,7887.58,8.1463,12.55,3000.93,,,,,8.14625,12.5475
2019. 9. 12,0.13,7917.34,8.2475,12.64,3009.57,,,,,8.2475,12.64125
2019. 9. 13,0.13,7892.96,8.16,12.56,3007.39,,,,,8.16,12.55875
2019. 9. 16,0.13,7852.41,8.0475,12.43,2997.96,,,,,8.0475,12.4325
2019. 9. 17,0.13,7888.79,8.1538,12.55,3005.7,,,,,8.15375,12.55125
2019. 9. 18,0.13,7888.56,8.1488,12.55,3006.73,,,,,8.14875,12.55
2019. 9. 19,0.13,7901.79,8.185,12.59,3006.79,,,,,8.185,12.58625
2019. 9. 20,0.13,7823.55,7.9275,12.32,2992.07,,,,,7.9275,12.32
2019. 9. 23,0.13,7818.61,7.935,12.33,2991.78,,,,,7.935,12.3275
2019. 9. 24,0.13,7710.04,7.6213,11.99,2966.6,,,,,7.62125,11.9925
2019. 9. 25,0.13,7803.54,7.865,12.26,2984.87,,,,,7.865,12.26375
2019. 9. 26,0.13,7771.99,7.7863,12.17,2977.62,,,,,7.78625,12.17375
2019. 9. 27,0.13,7681.58,7.5038,11.88,2961.79,,,,,7.50375,11.8825
2019. 9. 30,0.13,7749.45,7.7038,12.09,2976.74,,,,,7.70375,12.09125
2019. 10. 1,0.13,7684.14,7.5175,11.89,2940.25,,,,,7.5175,11.8925
2019. 10. 2,0.13,7550.79,7.1325,11.48,2887.61,,,,,7.1325,11.48375
2019. 10. 3,0.13,7638.4,7.3675,11.74,2910.63,,,,,7.3675,11.74
2019. 10. 4,0.13,7754.1,7.6775,12.09,2952.01,,,,,7.6775,12.08625
2019. 10. 7,0.13,7725.13,7.6063,12.01,2938.79,,,,,7.60625,12.005
2019. 10. 8,0.13,7604.27,7.26,11.63,2893.06,,,,,7.26,11.6325
2019. 10. 9,0.13,7690.53,7.48,11.88,2919.4,,,,,7.48,11.88125
2019. 10. 10,0.13,7740.36,7.6438,12.05,2938.13,,,,,7.64375,12.04625
2019. 10. 11,0.13,7843.88,7.93,12.35,2970.27,,,,,7.93,12.35125
2019. 10. 14,0.13,7842.33,7.9388,12.36,2966.15,,,,,7.93875,12.3625
2019. 10. 15,0.13,7942.85,8.24,12.67,2995.68,,,,,8.24,12.6675
2019. 10. 16,0.13,7920.21,8.1788,12.6,2989.69,,,,,8.17875,12.60375
2019. 10. 17,0.13,7942.14,8.235,12.67,2997.95,,,,,8.235,12.67375
2019. 10. 18,0.13,7868.49,7.9988,12.43,2986.2,,,,,7.99875,12.42875
2019. 10. 21,0.13,7940.33,8.21,12.65,3006.72,,,,,8.21,12.6475
2019. 10. 22,0.13,7874.62,8.02,12.45,2995.99,,,,,8.02,12.445
2019. 10. 23,0.13,7889.47,8.0575,12.49,3004.52,,,,,8.0575,12.49125
2019. 10. 24,0.13,7966.72,8.2888,12.73,3010.29,,,,,8.28875,12.7275
2019. 10. 25,0.13,8029.22,8.4775,12.92,3022.55,,,,,8.4775,12.92375
2019. 10. 28,0.13,8110.67,8.7363,13.19,3039.42,,,,,8.73625,13.185
2019. 10. 29,0.13,8047.51,8.535,12.99,3036.89,,,,,8.535,12.9875
2019. 10. 30,0.13,8083.11,8.655,13.09,3046.77,,,,,8.655,13.09125
2019. 10. 31,0.13,8083.83,8.6613,13.11,3037.56,,,,,8.66125,13.11125
2019. 11. 1,0.13,8161.17,8.8963,13.36,3066.91,,,,,8.89625,13.35625
2019. 11. 4,0.13,8210.66,9.055,13.51,3078.27,,,,,9.055,13.51
2019. 11. 5,0.13,8210.18,9.0663,13.52,3074.62,,,,,9.06625,13.515
2019. 11. 6,0.13,8196.03,9.0088,13.47,3076.78,,,,,9.00875,13.46625
2019. 11. 7,0.13,8219.65,9.1,13.56,3085.18,,,,,9.1,13.55625
2019. 11. 8,0.13,8255.89,9.2075,13.66,3093.08,,,,,9.2075,13.66375
2019. 11. 11,0.13,8241.91,9.1688,13.63,3087.01,,,,,9.16875,13.625
2019. 11. 12,0.13,8263.79,9.2438,13.7,3091.84,,,,,9.24375,13.69625
2019. 11. 13,0.13,8259.81,9.23,13.68,3094.04,,,,,9.23,13.6775
2019. 11. 14,0.13,8257.83,9.2275,13.69,3096.63,,,,,9.2275,13.685
2019. 11. 15,0.13,8315.52,9.4013,13.86,3120.46,,,,,9.40125,13.855
2019. 11. 18,0.13,8328.48,9.45,13.91,3122.03,,,,,9.45,13.91
2019. 11. 19,0.13,8338.74,9.4888,13.94,3120.18,,,,,9.48875,13.94125
2019. 11. 20,0.13,8283.75,9.3225,13.77,3108.46,,,,,9.3225,13.7725
2019. 11. 21,0.13,8265.62,9.25,13.71,3103.54,,,,,9.25,13.71
2019. 11. 22,0.13,8272.05,9.275,13.73,3110.29,,,,,9.275,13.73
2019. 11. 25,0.13,8371.93,9.5963,14.05,3133.64,,,,,9.59625,14.0525
2019. 11. 26,0.13,8385.75,9.6538,14.11,3140.52,,,,,9.65375,14.105
2019. 11. 27,0.13,8444.71,9.8488,14.3,3153.63,,,,,9.84875,14.3
2019. 11. 29,0.13,8403.69,9.7175,14.17,3140.98,,,,,9.7175,14.165
2019. 12. 2,0.13,8309.26,9.405,13.85,3113.87,,,,,9.405,13.8525
2019. 12. 3,0.13,8254.74,9.1938,13.65,3093.2,,,,,9.19375,13.65125
2019. 12. 4,0.13,8296.53,9.33,13.79,3112.76,,,,,9.33,13.79
2019. 12. 5,0.13,8308.4,9.3788,13.84,3117.43,,,,,9.37875,13.8425
2019. 12. 6,0.13,8397.37,9.6688,14.13,3145.91,,,,,9.66875,14.13125
2019. 12. 9,0.13,8362.74,9.55,14.01,3135.96,,,,,9.55,14.0125
2019. 12. 10,0.13,8354.29,9.5288,13.99,3132.52,,,,,9.52875,13.98875
2019. 12. 11,0.13,8402.61,9.6725,14.14,3141.63,,,,,9.6725,14.13875
2019. 12. 12,0.13,8466.9,9.8938,14.35,3168.57,,,,,9.89375,14.35
2019. 12. 13,0.13,8487.71,9.9825,14.44,3168.8,,,,,9.9825,14.43625
2019. 12. 16,0.13,8570.33,10.2688,14.71,3191.45,,,,,10.26875,14.7125
2019. 12. 17,0.13,8575.7,10.2825,14.73,3192.52,,,,,10.2825,14.72875
2019. 12. 18,0.13,8580.62,10.3063,14.75,3191.14,,,,,10.30625,14.75
2019. 12. 19,0.13,8641.29,10.5163,14.95,3205.37,,,,,10.51625,14.945
2019. 12. 20,0.13,8678.49,10.6413,15.07,3221.22,,,,,10.64125,15.06875
2019. 12. 23,0.13,8696.01,10.72,15.14,3224.01,,,,,10.72,15.1375
2019. 12. 24,0.13,8699.51,10.73,15.14,3223.38,,,,,10.73,15.13875
2019. 12. 26,0.13,8778.31,11.0088,15.42,3239.91,,,,,11.00875,15.415
2019. 12. 27,0.13,8770.98,10.9763,15.38,3240.02,,,,,10.97625,15.3775
2019. 12. 30,0.13,8709.73,10.7575,15.17,3221.29,,,,,10.7575,15.17
2019. 12. 31,0.13,8733.07,10.8188,15.24,3230.78,,,,,10.81875,15.23625
2020. 1. 2,0.13,8872.22,11.355,15.74,3257.85,,,,,11.355,15.73625
2020. 1. 3,0.13,8793.9,11.0463,15.46,3234.85,,,,,11.04625,15.4575
2020. 1. 6,0.13,8848.52,11.2563,15.64,3246.28,,,,,11.25625,15.64125
2020. 1. 7,0.13,8846.45,11.2425,15.63,3237.18,,,,,11.2425,15.63375
2020. 1. 8,0.13,8912.37,11.5013,15.87,3253.05,,,,,11.50125,15.87
2020. 1. 9,0.13,8989.63,11.7913,16.15,3274.7,,,,,11.79125,16.15125
2020. 1. 10,0.13,8966.64,11.695,16.07,3265.35,,,,,11.695,16.06625
2020. 1. 13,0.13,9070.65,12.1038,16.43,3288.13,,,,,12.10375,16.42625
2020. 1. 14,0.13,9033.42,11.9625,16.31,3283.15,,,,,11.9625,16.305
2020. 1. 15,0.13,9035.67,11.97,16.31,3289.29,,,,,11.97,16.3075
2020. 1. 16,0.13,9125,12.3038,16.62,3316.81,,,,,12.30375,16.615
2020. 1. 17,0.13,9173.73,12.4875,16.78,3329.62,,,,,12.4875,16.78375
2020. 1. 21,0.13,9166.63,12.4813,16.77,3320.79,,,,,12.48125,16.76875
2020. 1. 22,0.13,9188.58,12.5663,16.85,3321.75,,,,,12.56625,16.85375
2020. 1. 23,0.13,9216.98,12.6825,16.95,3325.54,,,,,12.6825,16.95375
2020. 1. 24,0.13,9141.47,12.3538,16.66,3295.47,,,,,12.35375,16.66375
2020. 1. 27,0.13,8952.18,11.59,15.98,3243.63,,,,,11.59,15.9775
2020. 1. 28,0.13,9090.93,12.1288,16.46,3276.24,,,,,12.12875,16.46
2020. 1. 29,0.13,9101.61,12.1725,16.51,3273.4,,,,,12.1725,16.51125
2020. 1. 30,0.13,9136.09,12.31,16.63,3283.66,,,,,12.31,16.63125
2020. 1. 31,0.13,8991.51,11.705,16.09,3225.52,,,,,11.705,16.0925
2020. 2. 3,0.13,9126.23,12.2425,16.57,3248.92,,,,,12.2425,16.57125
2020. 2. 4,0.13,9334.06,13.0788,17.33,3297.59,,,,,13.07875,17.33375
2020. 2. 5,0.13,9367.48,13.23,17.47,3334.69,,,,,13.23,17.46625
2020. 2. 6,0.13,9445.92,13.5525,17.76,3345.78,,,,,13.5525,17.75625
2020. 2. 7,0.13,9401.1,13.3775,17.6,3327.71,,,,,13.3775,17.59625
2020. 2. 10,0.13,9516.84,13.86,18.03,3352.09,,,,,13.86,18.0325
2020. 2. 11,0.13,9517.86,13.87,18.03,3357.75,,,,,13.87,18.0325
2020. 2. 12,0.13,9613.2,14.2763,18.39,3379.45,,,,,14.27625,18.38625
2020. 2. 13,0.13,9595.7,14.2213,18.33,3373.94,,,,,14.22125,18.325
2020. 2. 14,0.13,9623.58,14.3175,18.42,3380.16,,,,,14.3175,18.4225
2020. 2. 18,0.13,9629.8,14.3425,18.45,3370.29,,,,,14.3425,18.45375
2020. 2. 19,0.13,9718.73,14.7575,18.8,3386.15,,,,,14.7575,18.8
2020. 2. 20,0.13,9627.83,14.3375,18.44,3373.23,,,,,14.3375,18.435
2020. 2. 21,0.13,9446.69,13.5175,17.75,3337.75,,,,,13.5175,17.74875
2020. 2. 24,0.13,9079.63,11.96,16.37,3225.89,,,,,11.96,16.37
2020. 2. 25,0.13,8834.87,10.9925,15.49,3128.21,,,,,10.9925,15.48625
2020. 2. 26,0.13,8873.76,11.1438,15.62,3116.39,,,,,11.14375,15.62
2020. 2. 27,0.13,8436.67,9.4775,14.06,2978.76,,,,,9.4775,14.05625
2020. 2. 28,0.13,8461.84,9.625,14.2,2954.22,,,,,9.625,14.1975
2020. 3. 2,0.13,8877.98,10.9388,15.53,3090.23,,,,,10.93875,15.53375
2020. 3. 3,0.13,8594.49,9.9088,14.54,3003.37,,,,,9.90875,14.5425
2020. 3. 4,0.13,8949.28,11.1113,15.74,3130.12,,,,,11.11125,15.73625
2020. 3. 5,0.13,8671.66,10.1363,14.79,3023.94,,,,,10.13625,14.78875
2020. 3. 6,0.13,8530.34,9.605,14.29,2972.37,,,,,9.605,14.29
2020. 3. 9,0.13,7948.03,7.6538,12.32,2746.56,,,,,7.65375,12.3225
2020. 3. 10,0.13,8372.27,8.845,13.64,2882.23,,,,,8.845,13.64375
2020. 3. 11,0.13,8006.12,7.7075,12.45,2741.38,,,,,7.7075,12.45375
2020. 3. 12,0.13,7263.65,5.595,10.15,2480.64,,,,,5.595,10.14875
2020. 3. 13,0.13,7995.26,7.105,12.08,2711.02,,,,,7.105,12.0825
2020. 3. 16,0.13,7020.38,4.6563,9.15,2386.13,,,,,4.65625,9.14875
2020. 3. 17,0.13,7473.95,5.415,10.38,2529.19,,,,,5.415,10.3825
2020. 3. 18,0.13,7175.18,4.9138,9.73,2398.1,,,,,4.91375,9.7325
2020. 3. 19,0.13,7288.52,5.0275,9.87,2409.39,,,,,5.0275,9.86625
2020. 3. 20,0.13,6994.29,4.4388,9.08,2304.92,,,,,4.43875,9.0775
2020. 3. 23,0.13,7006.92,4.4525,9.12,2237.4,,,,,4.4525,9.12375
2020. 3. 24,0.13,7553.83,5.445,10.51,2447.33,,,,,5.445,10.5125
2020. 3. 25,0.13,7469.62,5.3188,10.32,2475.56,,,,,5.31875,10.32375
2020. 3. 26,0.13,7897.13,6.185,11.44,2630.07,,,,,6.185,11.435
2020. 3. 27,0.13,7588.37,5.5425,10.6,2541.47,,,,,5.5425,10.59625
2020. 3. 30,0.13,7889.01,6.125,11.41,2626.65,,,,,6.125,11.4075
2020. 3. 31,0.13,7813.5,5.955,11.2,2584.59,,,,,5.955,11.1975
2020. 4. 1,0.13,7486.29,5.2163,10.26,2470.5,,,,,5.21625,10.2625
2020. 4. 2,0.13,7635.66,5.525,10.67,2526.9,,,,,5.525,10.67
2020. 4. 3,0.13,7528.11,5.3025,10.38,2488.65,,,,,5.3025,10.38
2020. 4. 6,0.13,8081.66,6.4125,11.86,2663.68,,,,,6.4125,11.85625
2020. 4. 7,0.13,8049.31,6.4,11.81,2659.41,,,,,6.4,11.81
2020. 4. 8,0.13,8229.54,6.8088,12.32,2749.98,,,,,6.80875,12.32375
2020. 4. 9,0.13,8238.53,6.8338,12.36,2789.82,,,,,6.83375,12.355
2020. 4. 13,0.13,8332.74,7.0713,12.64,2761.63,,,,,7.07125,12.63875
2020. 4. 14,0.13,8692.16,7.9888,13.73,2846.06,,,,,7.98875,13.73125
2020. 4. 15,0.13,8591.96,7.7238,13.42,2783.36,,,,,7.72375,13.4175
2020. 4. 16,0.13,8757.83,8.1375,13.93,2799.55,,,,,8.1375,13.92625
2020. 4. 17,0.13,8832.41,8.3413,14.16,2874.56,,,,,8.34125,14.15625
2020. 4. 20,0.13,8726.51,8.0713,13.83,2823.16,,,,,8.07125,13.82875
2020. 4. 21,0.13,8403,7.1788,12.8,2736.56,,,,,7.17875,12.8
2020. 4. 22,0.13,8664.64,7.8138,13.59,2799.31,,,,,7.81375,13.59125
2020. 4. 23,0.13,8641.5,7.7625,13.53,2797.8,,,,,7.7625,13.52625
2020. 4. 24,0.13,8786.6,8.1375,13.97,2836.74,,,,,8.1375,13.97125
2020. 4. 27,0.13,8837.66,8.2963,14.14,2878.48,,,,,8.29625,14.14125
2020. 4. 28,0.13,8677.6,7.8475,13.64,2863.39,,,,,7.8475,13.6375
2020. 4. 29,0.13,8982.76,8.6638,14.57,2939.51,,,,,8.66375,14.5675
2020. 4. 30,0.13,9000.51,8.7213,14.62,2912.43,,,,,8.72125,14.6225
2020. 5. 1,0.13,8718.18,7.9388,13.74,2830.71,,,,,7.93875,13.73875
2020. 5. 4,0.13,8834.11,8.2188,14.08,2842.74,,,,,8.21875,14.0825
2020. 5. 5,0.13,8930.62,8.4813,14.4,2868.44,,,,,8.48125,14.39625
2020. 5. 6,0.13,8984.86,8.6488,14.57,2848.42,,,,,8.64875,14.57125
2020. 5. 7,0.13,9101.88,8.9863,14.96,2881.19,,,,,8.98625,14.9575
2020. 5. 8,0.13,9220.35,9.3488,15.35,2929.8,,,,,9.34875,15.35
2020. 5. 11,0.13,9298.92,9.5813,15.61,2930.19,,,,,9.58125,15.605
2020. 5. 12,0.13,9112.45,9.0113,14.98,2870.12,,,,,9.01125,14.9825
2020. 5. 13,0.13,9000.08,8.67,14.61,2820,,,,,8.67,14.60875
2020. 5. 14,0.13,9094.43,8.9575,14.93,2852.5,,,,,8.9575,14.9275
2020. 5. 15,0.13,9152.64,9.1113,15.12,2863.7,,,,,9.11125,15.12
2020. 5. 18,0.13,9331.93,9.6388,15.7,2953.91,,,,,9.63875,15.69875
2020. 5. 19,0.13,9298.55,9.565,15.6,2922.94,,,,,9.565,15.5975
2020. 5. 20,0.13,9485.02,10.125,16.23,2971.61,,,,,10.125,16.2325
2020. 5. 21,0.13,9377.99,9.8138,15.88,2948.51,,,,,9.81375,15.875
2020. 5. 22,0.13,9413.99,9.9025,15.97,2955.45,,,,,9.9025,15.97375
2020. 5. 26,0.13,9389.98,9.8613,15.91,2991.77,,,,,9.86125,15.91
2020. 5. 27,0.13,9442.05,10,16.06,3036.13,,,,,10,16.06125
2020. 5. 28,0.13,9416.71,9.9363,16,3029.73,,,,,9.93625,15.99875
2020. 5. 29,0.13,9555.52,10.3463,16.43,3044.31,,,,,10.34625,16.43375
2020. 6. 1,0.13,9598.89,10.4738,16.61,3055.73,,,,,10.47375,16.60875
2020. 6. 2,0.13,9657.31,10.6825,16.82,3080.82,,,,,10.6825,16.815
2020. 6. 3,0.13,9704.69,10.8275,16.96,3122.87,,,,,10.8275,16.9625
2020. 6. 4,0.13,9629.66,10.6075,16.72,3112.35,,,,,10.6075,16.72
2020. 6. 5,0.13,9824.39,11.2363,17.38,3193.93,,,,,11.23625,17.375
2020. 6. 8,0.13,9901.52,11.4863,17.66,3232.39,,,,,11.48625,17.66125
2020. 6. 9,0.13,9967.17,11.7425,17.9,3207.18,,,,,11.7425,17.9025
2020. 6. 10,0.13,10094.26,12.1663,18.35,3190.14,,,,,12.16625,18.3475
2020. 6. 11,0.13,9588.48,10.375,16.53,3002.1,,,,,10.375,16.53375
2020. 6. 12,0.13,9663.77,10.6,16.77,3041.31,,,,,10.6,16.765
2020. 6. 15,0.13,9776.89,10.9738,17.18,3066.59,,,,,10.97375,17.18375
2020. 6. 16,0.13,9949.37,11.5538,17.8,3124.74,,,,,11.55375,17.80125
2020. 6. 17,0.13,9982.48,11.6663,17.89,3113.49,,,,,11.66625,17.8875
2020. 6. 18,0.13,10012.05,11.7563,18,3115.34,,,,,11.75625,17.99875
2020. 6. 19,0.13,10008.64,11.74,17.98,3097.74,,,,,11.74,17.97625
